date,cdcweek,sitespecific,site,subsample,species,trapcount,ddm14,pt14,rha14,ttmax,ttmin,windspd
2020-06-30,27,Souris 4,Souris,FALSE,Cx. tarsalis,8,7.84,170.8,70,28.8,18.4,18.4
2020-07-06,28,Souris 4,Souris,FALSE,Cx. tarsalis,13,11.21,222.7,74,24.8,13.9,14.3
2020-07-07,28,Souris 4,Souris,FALSE,Cx. tarsalis,11,11.55,222.7,74,28.1,13.8,10.2
2020-07-13,29,Souris 4,Souris,TRUE,Cx. tarsalis,140,10.63,68.8,77,25.1,12.5,17.7
2020-07-14,29,Souris 4,Souris,FALSE,Cx. tarsalis,16,10.29,74,76,23,10.6,24.3
2020-07-20,30,Souris 4,Souris,TRUE,Cx. tarsalis,16,8.4,21.8,74,20.9,13,10
2020-07-21,30,Souris 4,Souris,FALSE,Cx. tarsalis,5,8.23,29.4,76,22.7,12.5,7.3
2020-08-10,33,Souris 4,Souris,FALSE,Cx. tarsalis,3,8.97,1.4,72,26.1,9.6,25.3
2020-08-17,34,Souris 4,Souris,FALSE,Cx. tarsalis,0,8.17,42.8,72,26.8,8,6.5
2020-08-25,35,Souris 4,Souris,FALSE,Cx. tarsalis,0,9.49,50.7,75,27,14.2,13.8
2020-08-31,36,Souris 4,Souris,FALSE,Cx. tarsalis,5,9.05,15.6,76,18.1,3.9,18.3
2020-07-05,28,Ste. Anne,Ste. Anne,FALSE,Cx. tarsalis,NA,11.61,30.3,67,30.1,18,8.9
2020-07-08,28,Ste. Anne,Ste. Anne,FALSE,Cx. tarsalis,NA,12.91,29.8,66,27.2,17.4,13
2020-07-15,29,Ste. Anne,Ste. Anne,FALSE,Cx. tarsalis,NA,11.73,70.4,69,25.9,12.4,17
2020-08-27,35,Ste. Anne,Ste. Anne,FALSE,Cx. tarsalis,NA,9.7,38.5,72,25.1,9.2,5.2
2020-07-15,29,Ste. Anne 1,Ste. Anne,FALSE,Cx. tarsalis,NA,11.73,70.4,69,25.9,12.4,17
2020-07-16,29,Ste. Anne 1,Ste. Anne,FALSE,Cx. tarsalis,NA,11.45,56.1,68,26.1,15.5,12
2020-07-22,30,Ste. Anne 1,Ste. Anne,FALSE,Cx. tarsalis,NA,9.59,58.2,69,25.9,9.6,9.5
2020-07-23,30,Ste. Anne 1,Ste. Anne,FALSE,Cx. tarsalis,NA,9.27,55.1,69,24.4,15,14.2
2020-07-29,31,Ste. Anne 1,Ste. Anne,FALSE,Cx. tarsalis,NA,9.94,3.6,69,26.8,9.5,4
2020-08-05,32,Ste. Anne 1,Ste. Anne,FALSE,Cx. tarsalis,NA,9.74,1,67,27.4,14.6,11
2020-08-06,32,Ste. Anne 1,Ste. Anne,FALSE,Cx. tarsalis,NA,9.97,1,67,27.8,15.8,12.7
2020-08-12,33,Ste. Anne 1,Ste. Anne,FALSE,Cx. tarsalis,NA,9.49,10.5,64,29.9,10.8,11.2
2020-06-24,26,Ste. Anne 4,Ste. Anne,FALSE,Cx. tarsalis,NA,6.57,21.1,64,26.2,8.9,4.3
2020-07-01,27,Ste. Anne 4,Ste. Anne,TRUE,Cx. tarsalis,NA,9.88,35.1,67,27.1,18.9,18
2020-07-15,29,Ste. Anne 4,Ste. Anne,FALSE,Cx. tarsalis,NA,11.73,70.4,69,25.9,12.4,17
2020-07-22,30,Ste. Anne 4,Ste. Anne,FALSE,Cx. tarsalis,NA,9.59,58.2,69,25.9,9.6,9.5
2020-07-29,31,Ste. Anne 4,Ste. Anne,FALSE,Cx. tarsalis,NA,9.94,3.6,69,26.8,9.5,4
2020-08-05,32,Ste. Anne 4,Ste. Anne,FALSE,Cx. tarsalis,NA,9.74,1,67,27.4,14.6,11
2020-05-31,23,Shelly-BDN,Brandon,FALSE,Cx. tarsalis,0,5.37,3.1,57,25.8,4.7,21.1
2020-06-13,24,Shelly-BDN,Brandon,FALSE,Cx. tarsalis,1,5.6,17.1,59,26.3,5.8,25.5
2020-07-04,27,Shelly-BDN,Brandon,FALSE,Cx. tarsalis,0,9.79,204.5,73,28.6,18.6,14.9
2020-07-05,28,Shelly-BDN,Brandon,FALSE,Cx. tarsalis,0,10.61,226.7,74,26.8,17.1,11.2
2020-07-12,29,Shelly-BDN,Brandon,FALSE,Cx. tarsalis,50,10.84,223.8,77,27.3,13.8,11.2
2020-08-01,31,Shelly-BDN,Brandon,FALSE,Cx. tarsalis,0,9.48,18,78,25.9,11,13
2020-08-09,33,Shelly-BDN,Brandon,FALSE,Cx. tarsalis,0,8.99,0.7,72,23.3,11.8,21.1
2020-08-16,34,Shelly-BDN,Brandon,FALSE,Cx. tarsalis,0,8.22,42.8,71,24.3,9.9,13.8
2020-08-31,36,Shelly-BDN,Brandon,FALSE,Cx. tarsalis,0,9.05,15.6,76,18.1,3.9,18.3
2020-06-01,23,Shoal Lake 1,Shoal Lake,TRUE,Cx. tarsalis,0,4.81,40,61,26.5,13.3,26.8
2020-06-02,23,Shoal Lake 1,Shoal Lake,FALSE,Cx. tarsalis,0,4.97,40,61,24.8,9.8,17.5
2020-06-08,24,Shoal Lake 1,Shoal Lake,FALSE,Cx. tarsalis,0,4.36,16.6,60.2,20.9,11.3,12.6
2020-06-09,24,Shoal Lake 1,Shoal Lake,FALSE,Cx. tarsalis,0,4.61,16.6,60.9,17.9,7.4,18.8
2020-06-15,25,Shoal Lake 1,Shoal Lake,FALSE,Cx. tarsalis,0,5.57,24.6,62.1,23,13.2,16.8
2020-06-22,26,Shoal Lake 1,Shoal Lake,FALSE,Cx. tarsalis,0,4.9,23.9,NA,19.7,10.8,13.4
2020-06-23,26,Shoal Lake 1,Shoal Lake,FALSE,Cx. tarsalis,0,4.84,23.9,NA,24.5,8.5,7.7
2020-06-30,27,Shoal Lake 1,Shoal Lake,FALSE,Cx. tarsalis,1,6.93,65.9,NA,26.5,18,14.3
2020-07-06,28,Shoal Lake 1,Shoal Lake,FALSE,Cx. tarsalis,1,10.03,90.2,NA,24.2,13,12.8
2020-07-07,28,Shoal Lake 1,Shoal Lake,FALSE,Cx. tarsalis,10,10.27,90.2,NA,25.9,13,11.6
2020-07-13,29,Shoal Lake 1,Shoal Lake,FALSE,Cx. tarsalis,12,9.93,39.9,NA,23.4,11.5,17.1
2020-07-14,29,Shoal Lake 1,Shoal Lake,TRUE,Cx. tarsalis,24,9.65,48.2,NA,20.9,9.9,23
2020-07-20,30,Shoal Lake 1,Shoal Lake,TRUE,Cx. tarsalis,32,7.99,34.1,NA,20.1,12.2,10.7
2020-07-21,30,Shoal Lake 1,Shoal Lake,FALSE,Cx. tarsalis,40,7.81,36.3,NA,21.5,12.9,7
2020-07-27,31,Shoal Lake 1,Shoal Lake,TRUE,Cx. tarsalis,160,8.18,35.9,NA,24.3,11.5,17
2020-08-03,32,Shoal Lake 1,Shoal Lake,FALSE,Cx. tarsalis,80,8.71,22.4,NA,22.5,10.3,11
2020-08-05,32,Shoal Lake 1,Shoal Lake,FALSE,Cx. tarsalis,116,8.21,20.2,NA,25.5,10.5,5.9
2020-08-10,33,Shoal Lake 1,Shoal Lake,FALSE,Cx. tarsalis,37,7.5,9.1,NA,25.1,10,23.2
2020-08-11,33,Shoal Lake 1,Shoal Lake,FALSE,Cx. tarsalis,17,7.47,9.1,NA,23.9,7.5,12
2020-08-17,34,Shoal Lake 1,Shoal Lake,FALSE,Cx. tarsalis,5,5.6,0.8,NA,26.2,7.1,6.4
2020-08-18,34,Shoal Lake 1,Shoal Lake,FALSE,Cx. tarsalis,19,5.61,1,NA,30.3,12.4,7.5
2020-08-25,35,Shoal Lake 1,Shoal Lake,FALSE,Cx. tarsalis,4,7.25,30.6,NA,25.6,13.4,13.8
2020-08-31,36,Shoal Lake 1,Shoal Lake,FALSE,Cx. tarsalis,2,7.54,36.2,71.3,15.7,4.2,17
2020-06-01,23,Shoal Lake 2,Shoal Lake,FALSE,Cx. tarsalis,0,4.81,40,60.7,26.5,13.3,26.8
2020-06-02,23,Shoal Lake 2,Shoal Lake,FALSE,Cx. tarsalis,0,4.97,40,61.1,24.8,9.8,17.5
2020-06-08,24,Shoal Lake 2,Shoal Lake,FALSE,Cx. tarsalis,0,4.36,16.6,60.2,20.9,11.3,12.6
2020-06-09,24,Shoal Lake 2,Shoal Lake,FALSE,Cx. tarsalis,0,4.61,16.6,60.9,17.9,7.4,18.8
2020-06-15,25,Shoal Lake 2,Shoal Lake,FALSE,Cx. tarsalis,0,5.57,24.6,62.1,23,13.2,16.8
2020-06-16,25,Shoal Lake 2,Shoal Lake,FALSE,Cx. tarsalis,0,5.44,36.4,64.6,25.7,9.9,21.5
2020-06-23,26,Shoal Lake 2,Shoal Lake,FALSE,Cx. tarsalis,0,4.84,23.9,NA,24.5,8.5,7.7
2020-06-30,27,Shoal Lake 2,Shoal Lake,FALSE,Cx. tarsalis,2,6.93,65.9,NA,26.5,18,14.3
2020-07-06,28,Shoal Lake 2,Shoal Lake,FALSE,Cx. tarsalis,1,10.03,90.2,NA,24.2,13,12.8
2020-07-13,29,Shoal Lake 2,Shoal Lake,FALSE,Cx. tarsalis,66,9.93,39.9,NA,23.4,11.5,17.1
2020-06-24,26,Steinbach,Steinbach,FALSE,Cx. tarsalis,NA,6.57,21.1,64,26.2,8.9,4.3
2020-06-27,26,Steinbach,Steinbach,FALSE,Cx. tarsalis,NA,8.66,27.5,63,29.6,14.9,16.7
2020-07-01,27,Steinbach,Steinbach,FALSE,Cx. tarsalis,NA,9.88,35.1,67,27.1,18.9,18
2020-07-08,28,Steinbach,Steinbach,FALSE,Cx. tarsalis,NA,12.91,29.8,66,27.2,17.4,13
2020-07-15,29,Steinbach,Steinbach,FALSE,Cx. tarsalis,NA,11.73,70.4,69,25.9,12.4,17
2020-07-22,30,Steinbach,Steinbach,FALSE,Cx. tarsalis,NA,9.59,58.2,69,25.9,9.6,9.5
2020-07-29,31,Steinbach,Steinbach,FALSE,Cx. tarsalis,NA,9.94,3.6,69,26.8,9.5,4
2020-08-20,34,Steinbach,Steinbach,FALSE,Cx. tarsalis,NA,9.61,45.8,67,30.1,15.3,8.3
2020-07-08,28,Steinbach 1,Steinbach,FALSE,Cx. tarsalis,NA,12.91,29.8,66,27.2,17.4,13
2020-07-22,30,Steinbach 1,Steinbach,FALSE,Cx. tarsalis,NA,9.59,58.2,69,25.9,9.6,9.5
2020-08-05,32,Steinbach 1,Steinbach,FALSE,Cx. tarsalis,NA,9.74,1,67,27.4,14.6,11
2020-08-12,33,Steinbach 1,Steinbach,FALSE,Cx. tarsalis,NA,9.49,10.5,64,29.9,10.8,11.2
2020-07-23,30,Steinbach 1,Steinbach,FALSE,Cx. tarsalis,NA,9.27,55.1,69,24.4,15,14.2
2020-07-08,28,Steinbach 4,Steinbach,FALSE,Cx. tarsalis,NA,12.91,29.8,66,27.2,17.4,13
2020-07-22,30,Steinbach 4,Steinbach,FALSE,Cx. tarsalis,NA,9.59,58.2,69,25.9,9.6,9.5
2020-07-23,30,Steinbach 4,Steinbach,FALSE,Cx. tarsalis,NA,9.27,55.1,69,24.4,15,14.2
2020-07-30,31,Steinbach 4,Steinbach,FALSE,Cx. tarsalis,NA,9.88,4.1,70,28.6,11.8,4.8
2020-08-05,32,Steinbach 4,Steinbach,FALSE,Cx. tarsalis,NA,9.74,1,67,27.4,14.6,11
2020-06-01,23,Virden 3,Virden,FALSE,Cx. tarsalis,0,5.91,0.5,57,29,16.5,18
2020-06-02,23,Virden 3,Virden,FALSE,Cx. tarsalis,0,6.29,0.5,57,27.8,10.4,16
2020-06-08,24,Virden 3,Virden,FALSE,Cx. tarsalis,0,5.77,14.6,53,25.2,13.3,12.3
2020-06-09,24,Virden 3,Virden,FALSE,Cx. tarsalis,0,6.16,14.8,53,20.4,9.7,17.9
2020-06-15,25,Virden 3,Virden,FALSE,Cx. tarsalis,0,7.45,14.8,56,24.2,12.7,14.8
2020-06-22,26,Virden 3,Virden,FALSE,Cx. tarsalis,0,6.51,13.1,62,20.8,9.7,13.5
2020-06-23,26,Virden 3,Virden,FALSE,Cx. tarsalis,0,6.23,12.9,62,26,8.2,5.4
2020-06-30,27,Virden 3,Virden,FALSE,Cx. tarsalis,0,8.65,23.2,67,24.1,18.6,16.3
2020-07-06,28,Virden 3,Virden,FALSE,Cx. tarsalis,1,11.31,51.8,70,25.6,13.4,8.2
2020-07-13,29,Virden 3,Virden,FALSE,Cx. tarsalis,0,10.89,52.5,72,26.2,12.2,13.6
2020-07-14,29,Virden 3,Virden,TRUE,Cx. tarsalis,48,10.62,52.3,71,24,11,18
2020-07-20,30,Virden 3,Virden,FALSE,Cx. tarsalis,2,9.46,13.4,68,23.4,11.1,7.3
2020-07-21,30,Virden 3,Virden,FALSE,Cx. tarsalis,7,9.31,34.8,69,22.7,11.7,4.6
2020-07-27,31,Virden 3,Virden,FALSE,Cx. tarsalis,45,9.63,35.3,72,25.8,12.2,11.5
2020-08-03,32,Virden 3,Virden,FALSE,Cx. tarsalis,10,9.04,32.7,73,24.9,6.6,11.1
2020-08-05,32,Virden 3,Virden,FALSE,Cx. tarsalis,7,9.08,17.4,71,26.9,10.7,4.4
2020-08-10,33,Virden 3,Virden,FALSE,Cx. tarsalis,8,8.49,17.9,69,27,8.3,15.9
2020-08-11,33,Virden 3,Virden,FALSE,Cx. tarsalis,2,8.4,17.9,68,26.7,8.8,9
2020-08-17,34,Virden 3,Virden,FALSE,Cx. tarsalis,1,9.09,26.5,67,29,7.6,6.4
2020-08-18,34,Virden 3,Virden,FALSE,Cx. tarsalis,4,9.28,26.5,67,31.4,17,9.8
2020-06-01,23,Virden 4,Virden,FALSE,Cx. tarsalis,0,5.91,0.5,57,29,16.5,18
2020-06-02,23,Virden 4,Virden,FALSE,Cx. tarsalis,0,6.29,0.5,57,27.8,10.4,16
2020-06-08,24,Virden 4,Virden,FALSE,Cx. tarsalis,0,5.77,14.6,53,25.2,13.3,12.3
2020-06-15,25,Virden 4,Virden,FALSE,Cx. tarsalis,0,7.45,14.8,56,24.2,12.7,14.8
2020-06-16,25,Virden 4,Virden,FALSE,Cx. tarsalis,0,7.14,14.8,56,30.1,9.3,15.6
2020-06-23,26,Virden 4,Virden,FALSE,Cx. tarsalis,0,6.23,12.9,62,26,8.2,5.4
2020-06-30,27,Virden 4,Virden,FALSE,Cx. tarsalis,0,8.65,23.2,67,24.1,18.6,16.3
2020-07-07,28,Virden 4,Virden,FALSE,Cx. tarsalis,0,11.61,51.8,70,28.2,13,11.8
2020-07-13,29,Virden 4,Virden,FALSE,Cx. tarsalis,17,10.89,52.5,72,26.2,12.2,13.6
2020-07-27,31,Virden 4,Virden,FALSE,Cx. tarsalis,32,9.63,35.3,72,25.8,12.2,11.5
2020-08-05,32,Virden 4,Virden,FALSE,Cx. tarsalis,11,9.08,17.4,71,26.9,10.7,4.4
2020-08-10,33,Virden 4,Virden,FALSE,Cx. tarsalis,7,8.49,17.9,69,27,8.3,15.9
2020-08-11,33,Virden 4,Virden,FALSE,Cx. tarsalis,7,8.4,17.9,68,26.7,8.8,9
2020-07-01,27,Winkler 3,Winkler,FALSE,Cx. tarsalis,NA,10.62,37.9,63,27,18.3,16.3
2020-06-24,26,Winkler 2,Winkler,FALSE,Cx. tarsalis,NA,7.51,8.5,61,27.7,12.2,7
2020-07-01,27,Winkler 2,Winkler,FALSE,Cx. tarsalis,NA,10.62,37.9,63,27,18.3,16.3
2020-07-02,27,Winkler 2,Winkler,FALSE,Cx. tarsalis,NA,10.47,43.1,64,31.6,15.7,14.4
2020-07-08,28,Winkler 2,Winkler,FALSE,Cx. tarsalis,NA,13.79,40.8,61,27.5,17.2,12.2
2020-07-09,28,Winkler 2,Winkler,FALSE,Cx. tarsalis,NA,13.96,53.1,63,25.5,16.9,19.4
2020-07-15,29,Winkler 2,Winkler,FALSE,Cx. tarsalis,NA,12.23,48.2,65,26.6,14.2,16.1
2020-07-29,31,Winkler 2,Winkler,FALSE,Cx. tarsalis,NA,10.81,6.7,66,27.1,11.5,4.5
2020-07-30,31,Winkler 2,Winkler,FALSE,Cx. tarsalis,NA,10.73,6.7,67,28.9,15.8,7.5
2020-08-05,32,Winkler 2,Winkler,FALSE,Cx. tarsalis,NA,10.8,4.2,64,28.5,10.9,6.8
2020-08-12,33,Winkler 2,Winkler,FALSE,Cx. tarsalis,NA,10.11,5.7,62,29.2,11.4,8.8
2020-08-20,34,Winkler 2,Winkler,FALSE,Cx. tarsalis,NA,10.35,16,64,30.4,17.7,5.6
2020-07-23,30,Winker 4,Winkler,FALSE,Cx. tarsalis,NA,9.91,34.7,67,26.4,14.1,13.1
2020-07-29,31,Winker 4,Winkler,FALSE,Cx. tarsalis,NA,10.81,6.7,66,27.1,11.5,4.5
2020-08-11,33,Winker 4,Winkler,FALSE,Cx. tarsalis,NA,10.12,5.7,63,28.3,12.8,9.8
2020-06-24,26,Winker 4,Winkler,FALSE,Cx. tarsalis,NA,7.51,8.5,61,27.7,12.2,7
2020-07-01,27,Winnipeg 56,Winnipeg,FALSE,Cx. tarsalis,NA,10.24,49.4,67,27.1,19.5,19.7
2020-07-08,28,Winnipeg 56,Winnipeg,FALSE,Cx. tarsalis,NA,13.15,40.9,65,27.6,17.7,19.4
2020-07-01,27,Winnipeg 60,Winnipeg,TRUE,Cx. tarsalis,NA,10.24,49.4,67,27.1,19.5,19.7
2020-07-29,31,Winnipeg Beach 5,Winnipeg Beach,FALSE,Cx. tarsalis,NA,9.39,3.1,67,23.8,11.2,6.8
2020-07-22,30,Winnipeg Beach 2,Winnipeg Beach,FALSE,Cx. tarsalis,NA,8.85,29.4,67,26,11.6,12.2
2020-07-29,31,Winnipeg Beach 2,Winnipeg Beach,FALSE,Cx. tarsalis,NA,9.39,3.1,67,23.8,11.2,6.8
2020-08-05,32,Winnipeg Beach 2,Winnipeg Beach,FALSE,Cx. tarsalis,NA,9.34,15.1,68,28.3,8.3,7.6
2020-07-22,30,Winnipeg Beach 5,Winnipeg Beach,FALSE,Cx. tarsalis,NA,8.85,29.4,67,26,11.6,12.2
2020-08-05,32,Winnipeg Beach 5,Winnipeg Beach,FALSE,Cx. tarsalis,NA,9.34,15.1,68,28.3,8.3,7.6
2020-08-12,33,Winnipeg Beach 5,Winnipeg Beach,FALSE,Cx. tarsalis,NA,8.98,16,66,28.3,7.6,9.8
2020-07-07,28,West Saint Paul 6,West Saint Paul 6,FALSE,Cx. tarsalis,NA,12.84,40.9,65,28.8,14.6,9.7
2021-05-31,23,Boissevain 4,Boissevain,FALSE,Ae. vexans,0,2.64,24.8,59,25.8,2,8.3
2021-06-01,23,Boissevain 4,Boissevain,FALSE,Ae. vexans,0,2.73,24.8,59,29.1,8.2,12.3
2021-06-07,24,Boissevain 4,Boissevain,FALSE,Ae. vexans,1,3.85,3,46,26.8,6.9,12.5
2021-06-08,24,Boissevain 4,Boissevain,FALSE,Ae. vexans,1,4.77,0.9,45,NA,NA,16.9
2021-06-14,25,Boissevain 4,Boissevain,FALSE,Ae. vexans,20,6.08,36.1,52,28.9,8.8,8.8
2021-06-15,25,Boissevain 4,Boissevain,FALSE,Ae. vexans,4,6.29,36.1,53,30.2,10.3,15.3
2021-06-21,26,Boissevain 4,Boissevain,FALSE,Ae. vexans,7,6.23,37.5,60,19.8,2.3,13.7
2021-06-22,26,Boissevain 4,Boissevain,FALSE,Ae. vexans,39,5.63,37,60,28.5,8.8,11.6
2021-06-28,27,Boissevain 4,Boissevain,FALSE,Ae. vexans,490,5.94,26.3,59,25.1,11.5,8.6
2021-07-05,28,Boissevain 4,Boissevain,FALSE,Ae. vexans,278,7.04,24.5,63,27.4,13,11.3
2021-07-06,28,Boissevain 4,Boissevain,FALSE,Ae. vexans,168,7.72,27,65,17.3,7.8,16
2021-07-12,29,Boissevain 4,Boissevain,TRUE,Ae. vexans,652,8.36,2.8,65,29,13.9,17.6
2021-07-13,29,Boissevain 4,Boissevain,FALSE,Ae. vexans,361,8.66,3.8,65,28.8,11.1,6.2
2021-07-19,30,Boissevain 4,Boissevain,FALSE,Ae. vexans,413,9.01,31.8,66,24.1,18.6,20
2021-07-20,30,Boissevain 4,Boissevain,FALSE,Ae. vexans,44,8.84,30,67,26.4,17.7,16.7
2021-07-26,31,Boissevain 4,Boissevain,FALSE,Ae. vexans,10,11.15,32.7,68,29.5,12.5,13.7
2021-07-27,31,Boissevain 4,Boissevain,FALSE,Ae. vexans,10,10.86,31.7,68,32,10.9,11.9
2021-08-04,32,Boissevain 4,Boissevain,FALSE,Ae. vexans,40,9.58,1.7,62,31.2,17.4,15.5
2021-08-09,33,Boissevain 4,Boissevain,FALSE,Ae. vexans,11,9.14,0,60,19.7,13.3,12
2021-08-10,33,Boissevain 4,Boissevain,FALSE,Ae. vexans,0,9.41,27.6,61,25.7,10.6,14.5
2021-08-16,34,Boissevain 4,Boissevain,FALSE,Ae. vexans,5,8.44,27.6,60,36.8,14,10.3
2021-08-17,34,Boissevain 4,Boissevain,FALSE,Ae. vexans,7,8.59,27.6,60,27.3,14.8,18.1
2021-08-23,35,Boissevain 4,Boissevain,FALSE,Ae. vexans,1,7.76,121.2,68,20.6,12.6,17.7
2021-08-24,35,Boissevain 4,Boissevain,FALSE,Ae. vexans,0,7.16,93.6,68,19.1,10.6,15.4
2021-08-30,36,Boissevain 4,Boissevain,FALSE,Ae. vexans,0,5.27,97.7,78,28.1,7.2,10.5
2021-05-24,22,Outback-BDN,Brandon,FALSE,Ae. vexans,0,2.28,17.6,56,24.2,10.5,31.5
2021-05-29,22,Outback-BDN,Brandon,FALSE,Ae. vexans,0,2.66,20.8,61,23.7,10.7,24.6
2021-05-30,23,Outback-BDN,Brandon,FALSE,Ae. vexans,0,2.47,20.8,60,16.9,2.2,17.2
2021-05-31,23,Outback-BDN,Brandon,FALSE,Ae. vexans,0,2.44,20.8,61,25.9,-0.7,8.5
2021-06-01,23,Outback-BDN,Brandon,FALSE,Ae. vexans,0,2.72,20.8,61,29,7.4,16.9
2021-06-07,24,Outback-BDN,Brandon,FALSE,Ae. vexans,1,2.71,4.6,50,24,5.2,11.3
2021-06-08,24,Outback-BDN,Brandon,FALSE,Ae. vexans,0,3.6,4.6,50,29.7,10.3,19.4
2021-06-09,24,Outback-BDN,Brandon,FALSE,Ae. vexans,0,4.01,1.4,48,22.4,14.8,18
2021-06-14,25,Outback-BDN,Brandon,FALSE,Ae. vexans,34,5.49,92.3,58,27.8,9.1,11.1
2021-06-15,25,Outback-BDN,Brandon,FALSE,Ae. vexans,20,5.57,92.3,59,28,10.7,14.3
2021-06-21,26,Outback-BDN,Brandon,FALSE,Ae. vexans,13,6.26,91.2,67,18,1.4,16.4
2021-06-22,26,Outback-BDN,Brandon,FALSE,Ae. vexans,45,5.64,91.2,67,26.1,7.5,13.4
2021-06-23,26,Outback-BDN,Brandon,FALSE,Ae. vexans,28,5.36,91.2,68,25.9,11.2,18.3
2021-06-23,26,Outback-BDN,Brandon,FALSE,Ae. vexans,602,5.36,91.2,68,25.9,11.2,18.3
2021-06-24,26,Outback-BDN,Brandon,FALSE,Ae. vexans,388,5.18,81.5,66,23.9,8,13.8
2021-06-24,26,Outback-BDN,Brandon,TRUE,Ae. vexans,1884,5.18,81.5,66,23.9,8,13.8
2021-06-25,26,Outback-BDN,Brandon,FALSE,Ae. vexans,51,4.95,68,64,25.5,12.3,15.6
2021-06-26,26,Outback-BDN,Brandon,TRUE,Ae. vexans,3720,4.95,0.3,63,24.9,11.4,13.5
2021-06-27,27,Outback-BDN,Brandon,TRUE,Ae. vexans,2756,4.88,0.7,64,22.1,11.2,7.8
2021-06-28,27,Outback-BDN,Brandon,TRUE,Ae. vexans,4200,5.09,10.3,65,25.2,10.2,10.5
2021-07-05,28,Outback-BDN,Brandon,FALSE,Ae. vexans,11,6.11,10,68,25.5,12.6,16.9
2021-07-06,28,Outback-BDN,Brandon,FALSE,Ae. vexans,0,6.77,10.3,69,15.4,6.2,16.1
2021-07-13,29,Outback-BDN,Brandon,FALSE,Ae. vexans,454,7.54,1.7,70,27,10.6,10.5
2021-07-14,29,Outback-BDN,Brandon,FALSE,Ae. vexans,0,7.88,1.7,70,26.2,13.8,10.5
2021-07-19,30,Outback-BDN,Brandon,FALSE,Ae. vexans,113,7.66,21.3,72,22.6,16.9,19.7
2021-07-20,30,Outback-BDN,Brandon,FALSE,Ae. vexans,133,7.54,21,73,21,16.6,17.7
2021-07-26,31,Outback-BDN,Brandon,FALSE,Ae. vexans,150,9.61,29.2,76,27.1,12.3,10
2021-07-27,31,Outback-BDN,Brandon,FALSE,Ae. vexans,61,9.33,27.8,75,30.2,10.8,11
2021-07-30,31,Outback-BDN,Brandon,FALSE,Ae. vexans,10,9.2,19.2,74,30.6,12.4,14.5
2021-08-03,32,Outback-BDN,Brandon,FALSE,Ae. vexans,38,8.58,8.5,72,30.4,11.6,10
2021-08-04,32,Outback-BDN,Brandon,FALSE,Ae. vexans,18,8.02,6.4,70,29.6,17.8,18.4
2021-08-05,32,Outback-BDN,Brandon,FALSE,Ae. vexans,9,8.01,0.3,69,24.5,10.6,13.8
2021-08-09,33,Outback-BDN,Brandon,FALSE,Ae. vexans,5,7.54,0.3,67,18.5,14.9,13.1
2021-08-10,33,Outback-BDN,Brandon,FALSE,Ae. vexans,0,7.69,51.6,69,24.6,11.8,19.3
2021-08-15,34,Outback-BDN,Brandon,FALSE,Ae. vexans,2,7.23,51.3,70,35.5,10.6,11.8
2021-08-16,34,Outback-BDN,Brandon,FALSE,Ae. vexans,8,6.76,51.3,69,33.5,15,12.4
2021-08-17,34,Outback-BDN,Brandon,FALSE,Ae. vexans,0,6.82,51.3,68,25.6,15.1,19.1
2021-08-23,35,Outback-BDN,Brandon,FALSE,Ae. vexans,0,6.5,140.5,75,19.1,11,19.8
2021-08-25,35,Outback-BDN,Brandon,FALSE,Ae. vexans,0,5.12,101.6,75,17.4,5.7,8.3
2021-08-30,36,Outback-BDN,Brandon,FALSE,Ae. vexans,4,3.91,110.6,82,24.7,5.1,10.4
2021-08-31,36,Outback-BDN,Brandon,FALSE,Ae. vexans,1,3.67,110.6,83,26.4,10.4,17.8
2021-05-31,23,Carberry 4,Carberry,FALSE,Ae. vexans,0,2.49,32.7,63,25.3,0.5,8.5
2021-06-01,23,Carberry 4,Carberry,FALSE,Ae. vexans,0,2.77,32.7,64,28.9,7.7,13.9
2021-06-07,24,Carberry 4,Carberry,FALSE,Ae. vexans,0,3.61,4.3,50,23.8,7.1,9.4
2021-06-08,24,Carberry 4,Carberry,FALSE,Ae. vexans,1,4.54,4.1,50,29.9,10.6,15.7
2021-06-15,25,Carberry 4,Carberry,FALSE,Ae. vexans,0,6.89,61.7,60,28.9,10.8,12.1
2021-06-16,25,Carberry 4,Carberry,FALSE,Ae. vexans,1,7.41,60.8,61,31.8,15.2,22.4
2021-06-21,26,Carberry 4,Carberry,FALSE,Ae. vexans,0,7.14,59,66,18.3,2.7,15
2021-06-28,27,Carberry 4,Carberry,FALSE,Ae. vexans,390,5.95,13.2,62,24.3,12.3,9.4
2021-07-05,28,Carberry 4,Carberry,FALSE,Ae. vexans,0,6.77,13.9,64,24,13.1,13.4
2021-07-06,28,Carberry 4,Carberry,FALSE,Ae. vexans,12,7.49,13.9,66,15.4,7.1,12.5
2021-07-12,29,Carberry 4,Carberry,FALSE,Ae. vexans,0,7.82,0.7,67,27.7,13.8,15.3
2021-07-13,29,Carberry 4,Carberry,FALSE,Ae. vexans,7,8.15,0.7,66,26.8,11.2,8
2021-07-19,30,Carberry 4,Carberry,FALSE,Ae. vexans,2,8.37,7.2,70,22.1,16.5,13.9
2021-07-20,30,Carberry 4,Carberry,FALSE,Ae. vexans,0,8.19,7.2,71,21,16.5,12.4
2021-07-26,31,Carberry 4,Carberry,FALSE,Ae. vexans,0,10.21,10.9,75,27.1,12.9,8.5
